catch_rate,height,data7,data3,data6.1,defense,sp_atk,sp_def,dexnum,special_group,percent_female,data2,hp,data5,generation,base_exp,speed,weight,total,ev_yield,data6.3,data6.2,growth_rate,data4,base_friendship,attack,egg_cycles,data1,data6,percent_male
127,1.0,,Digging,Field,77,50,77,660,Ordinary,50.0,Ground,85,Cheek Pouch,6,148,78,42.4,423,2 HP,Field,Huge Power,Medium Fast,Pickup,50,56,15,Normal,Huge Power,50.0
255,0.3,,Tiny Robin,Flying,43,40,38,661,Ordinary,50.0,Flying,45,Gale Wings,6,56,62,1.7,278,1 Speed,Flying,,Medium Slow,Big Pecks,50,50,15,Normal,,50.0
120,0.7,,Ember,Flying,55,56,52,662,Ordinary,50.0,Flying,62,Gale Wings,6,134,84,16.0,382,2 Speed,Flying,,Medium Slow,Flame Body,50,73,15,Fire,,50.0
45,1.2,,Scorching,Flying,71,74,69,663,Ordinary,50.0,Flying,78,Gale Wings,6,175,126,24.5,499,3 Speed,Flying,,Medium Slow,Flame Body,50,81,15,Fire,,50.0
255,0.3,,Scatterdust,Bug,40,27,25,664,Ordinary,50.0,,38,Compound Eyes,6,40,35,2.5,200,1 Defense,Bug,Friend Guard,Medium Fast,Shield Dust,50,35,15,Bug,Friend Guard,50.0
120,0.3,,Scatterdust,Bug,60,27,30,665,Ordinary,50.0,,45,Friend Guard,6,75,29,8.4,213,2 Defense,Bug,,Medium Fast,Shed Skin,50,22,15,Bug,,50.0
45,1.2,,Scale,Bug,50,90,50,666,Ordinary,50.0,Flying,80,Compound Eyes,6,206,89,17.0,411,"1 HP, 1 Sp. Atk, 1 Speed",Bug,Friend Guard,Medium Fast,Shield Dust,50,52,15,Bug,Friend Guard,50.0
220,0.6,,Lion Cub,Field,58,73,54,667,Ordinary,87.5,Normal,62,Unnerve,6,74,72,13.5,369,1 Sp. Atk,Field,Moxie,Medium Slow,Rivalry,50,50,20,Fire,Moxie,12.5
65,1.5,,Royal,Field,72,109,66,668,Ordinary,87.5,Normal,86,Unnerve,6,177,106,81.5,507,2 Sp. Atk,Field,Moxie,Medium Slow,Rivalry,50,68,20,Fire,Moxie,12.5
225,0.1,,Single Bloom,Fairy,39,61,79,669,Ordinary,100.0,,44,Symbiosis,6,61,42,0.1,303,1 Sp. Def,Fairy,,Medium Fast,Flower Veil,50,38,20,Fairy,,0.0
120,0.2,,Single Bloom,Fairy,47,75,98,670,Ordinary,100.0,,54,Symbiosis,6,130,52,0.9,371,2 Sp. Def,Fairy,,Medium Fast,Flower Veil,50,45,20,Fairy,,0.0
45,1.1,,Garden,Fairy,68,112,154,671,Ordinary,100.0,,78,Symbiosis,6,276,75,10.0,552,3 Sp. Def,Fairy,,Medium Fast,Flower Veil,50,65,20,Fairy,,0.0
200,0.9,,Mount,Field,48,62,57,672,Ordinary,50.0,,66,Grass Pelt,6,70,52,31.0,350,1 HP,Field,,Medium Fast,Sap Sipper,50,65,20,Grass,,50.0
45,1.7,,Mount,Field,62,97,81,673,Ordinary,50.0,,123,Grass Pelt,6,186,68,91.0,531,2 HP,Field,,Medium Fast,Sap Sipper,50,100,20,Grass,,50.0
220,0.6,Human-Like,Playful,Field ,62,46,48,674,Ordinary,50.0,,67,Mold Breaker,6,70,43,8.0,348,1 Attack,Field ,Scrappy,Medium Fast,Iron Fist,50,82,25,Fighting,Scrappy,50.0
65,2.1,Human-Like,Daunting,Field ,78,69,71,675,Ordinary,50.0,Dark,95,Mold Breaker,6,173,58,136.0,495,2 Attack,Field ,Scrappy,Medium Fast,Iron Fist,50,124,25,Fighting,Scrappy,50.0
160,1.2,,Poodle,Field,60,65,90,676,Ordinary,50.0,,75,,6,165,102,28.0,472,1 Speed,Field,,Medium Fast,Fur Coat,50,80,20,Normal,,50.0
190,0.3,,Restraint,Field,54,63,60,677,Ordinary,50.0,,62,Infiltrator,6,71,68,3.5,355,1 Speed,Field,Own Tempo,Medium Fast,Keen Eye,50,48,20,Psychic,Own Tempo,50.0
75,0.6,,Constraint,Field,76,83,81,678,Ordinary,0.0,,74,Infiltrator,6,163,104,8.5,466,2 Speed,Field,Prankster,Medium Fast,Keen Eye,50,48,20,Psychic,Prankster,100.0
180,0.8,,Sword,Mineral,100,35,37,679,Ordinary,50.0,Ghost,45,,6,65,28,2.0,325,1 Defense,Mineral,,Medium Fast,No Guard,50,80,20,Steel,,50.0
90,0.8,,Sword,Mineral,150,45,49,680,Ordinary,50.0,Ghost,59,,6,157,35,4.5,448,2 Defense,Mineral,,Medium Fast,No Guard,50,110,20,Steel,,50.0
45,1.7,,Royal Sword,Mineral,140,50,140,681,Ordinary,50.0,Ghost,60,,6,234,60,53.0,500,"2 Defense, 1 Sp. Def",Mineral,,Medium Fast,Stance Change,50,50,20,Steel,,50.0
200,0.2,,Perfume,Fairy,60,63,65,682,Ordinary,50.0,,78,Aroma Veil,6,68,23,0.5,341,1 HP,Fairy,,Medium Fast,Healer,50,52,20,Fairy,,50.0
140,0.8,,Fragrance,Fairy,72,99,89,683,Ordinary,50.0,,101,Aroma Veil,6,162,29,15.5,462,2 HP,Fairy,,Medium Fast,Healer,50,72,20,Fairy,,50.0
200,0.4,,Cotton Candy,Fairy,66,59,57,684,Ordinary,50.0,,62,Unburden,6,68,49,3.5,341,1 Defense,Fairy,,Medium Fast,Sweet Veil,50,48,20,Fairy,,50.0
140,0.8,,Meringue,Fairy,86,85,75,685,Ordinary,50.0,,82,Unburden,6,168,72,5.0,480,2 Defense,Fairy,,Medium Fast,Sweet Veil,50,80,20,Fairy,,50.0
190,0.4,Water 2,Revolving,Water 1 ,53,37,46,686,Ordinary,50.0,Psychic,53,Suction Cups,6,58,45,3.5,288,1 Attack,Water 1 ,Infiltrator,Medium Fast,Contrary,50,54,20,Dark,Infiltrator,50.0
80,1.5,Water 2,Overturning,Water 1 ,88,68,75,687,Ordinary,50.0,Psychic,86,Suction Cups,6,169,73,47.0,482,2 Attack,Water 1 ,Infiltrator,Medium Fast,Contrary,50,92,20,Dark,Infiltrator,50.0
120,0.5,,Two-Handed,Water 3,67,39,56,688,Ordinary,50.0,Water,42,Tough Claws,6,61,50,31.0,306,1 Attack,Water 3,Pickpocket,Medium Fast,Sniper,50,52,20,Rock,Pickpocket,50.0
45,1.3,,Collective,Water 3,115,54,86,689,Ordinary,50.0,Water,72,Tough Claws,6,175,68,96.0,500,2 Attack,Water 3,Pickpocket,Medium Fast,Sniper,50,105,20,Rock,Pickpocket,50.0
225,0.5,Water 1,Mock Kelp,Dragon ,60,60,60,690,Ordinary,50.0,Water,50,Poison Touch,6,64,30,7.3,320,1 Sp. Def,Dragon ,Adaptability,Medium Fast,Poison Point,50,60,20,Poison,Adaptability,50.0
55,1.8,Water 1,Mock Kelp,Dragon ,90,97,123,691,Ordinary,50.0,Dragon,65,Poison Touch,6,173,44,81.5,494,2 Sp. Def,Dragon ,Adaptability,Medium Fast,Poison Point,50,75,20,Poison,Adaptability,50.0
225,0.5,Water 3,Water Gun,Water 1 ,62,58,63,692,Ordinary,50.0,,50,,6,66,44,8.3,330,1 Sp. Atk,Water 1 ,,Slow,Mega Launcher,50,53,15,Water,,50.0
55,1.3,Water 3,Howitzer,Water 1 ,88,120,89,693,Ordinary,50.0,,71,,6,100,59,35.3,500,2 Sp. Atk,Water 1 ,,Slow,Mega Launcher,50,73,15,Water,,50.0
190,0.5,Monster,Generator,Dragon ,33,61,43,694,Ordinary,50.0,Normal,44,Sand Veil,6,58,70,6.0,289,1 Speed,Dragon ,Solar Power,Medium Fast,Dry Skin,50,38,20,Electric,Solar Power,50.0
75,1.0,Monster,Generator,Dragon ,52,109,94,695,Ordinary,50.0,Normal,62,Sand Veil,6,168,109,21.0,481,"1 Sp. Atk, 1 Speed",Dragon ,Solar Power,Medium Fast,Dry Skin,50,55,20,Electric,Solar Power,50.0
45,0.8,Monster,Royal Heir,Dragon ,77,45,45,696,Fossil,12.5,Dragon,58,Sturdy,6,72,48,26.0,362,1 Attack,Dragon ,,Medium Fast,Strong Jaw,50,89,30,Rock,,87.5
45,2.5,Monster,Despot,Dragon ,119,69,59,697,Fossil,12.5,Dragon,82,Rock Head,6,182,71,270.0,521,2 Attack,Dragon ,,Medium Fast,Strong Jaw,50,121,30,Rock,,87.5
45,1.3,,Tundra,Monster,50,67,63,698,Fossil,12.5,Ice,77,Snow Warning,6,72,46,25.2,362,1 HP,Monster,,Medium Fast,Refrigerate,50,59,30,Rock,,87.5
45,2.7,,Tundra,Monster,72,99,92,699,Fossil,12.5,Ice,123,Snow Warning,6,104,58,225.0,521,2 HP,Monster,,Medium Fast,Refrigerate,50,77,30,Rock,,87.5
45,1.0,,Intertwining,Field,65,110,130,700,Ordinary,12.5,,95,Pixilate,6,184,60,23.5,525,2 Sp. Def,Field,,Medium Fast,Cute Charm,50,65,35,Fairy,,87.5
100,0.8,Human-Like,Wrestling,Flying ,75,74,63,701,Ordinary,50.0,Flying,78,Unburden,6,175,118,21.5,500,2 Attack,Flying ,Mold Breaker,Medium Fast,Limber,50,92,20,Fighting,Mold Breaker,50.0
180,0.2,Field,Antenna,Fairy ,57,81,67,702,Ordinary,50.0,Fairy,67,Pickup,6,151,101,2.2,431,2 Speed,Fairy ,Plus,Medium Fast,Cheek Pouch,50,58,20,Electric,Plus,50.0
60,0.3,Mineral,Jewel,Fairy ,150,50,150,703,Ordinary,,Fairy,50,Sturdy,6,100,50,5.7,500,"1 Defense, 1 Sp. Def",Fairy ,,Slow,Clear Body,50,50,25,Rock,,
45,0.3,,Soft Tissue,Dragon,35,55,75,704,Ordinary,50.0,,45,Hydration,6,60,40,2.8,300,1 Sp. Def,Dragon,Gooey,Slow,Sap Sipper,35,50,40,Dragon,Gooey,50.0
45,0.8,,Soft Tissue,Dragon,53,83,113,705,Ordinary,50.0,,68,Hydration,6,158,60,17.5,452,2 Sp. Def,Dragon,Gooey,Slow,Sap Sipper,35,75,40,Dragon,Gooey,50.0
45,2.0,,Dragon,Dragon,70,110,150,706,Ordinary,50.0,,90,Hydration,6,300,80,150.5,600,3 Sp. Def,Dragon,Gooey,Slow,Sap Sipper,35,100,40,Dragon,Gooey,50.0
75,0.2,,Key Ring,Mineral,91,80,87,707,Ordinary,50.0,Fairy,57,Magician,6,165,75,3.0,470,1 Defense,Mineral,,Fast,Prankster,50,80,20,Steel,,50.0
120,0.4,Grass,Stump,Amorphous ,48,50,60,708,Ordinary,50.0,Grass,43,Frisk,6,62,38,7.0,309,1 Attack,Amorphous ,Harvest,Medium Fast,Natural Cure,50,70,20,Ghost,Harvest,50.0
60,1.5,Grass,Elder Tree,Amorphous ,76,65,82,709,Ordinary,50.0,Grass,85,Frisk,6,166,56,71.0,474,2 Attack,Amorphous ,Harvest,Medium Fast,Natural Cure,50,110,20,Ghost,Harvest,50.0
120,0.4,,Pumpkin,Amorphous,70,44,55,710,Ordinary,50.0,Grass,49,Frisk,6,67,51,5.0,335,1 Defense,Amorphous,Insomnia,Medium Fast,Pickup,50,66,20,Ghost,Insomnia,50.0
60,0.9,,Pumpkin,Amorphous,122,58,75,711,Ordinary,50.0,Grass,65,Frisk,6,173,84,12.5,494,2 Defense,Amorphous,Insomnia,Medium Fast,Pickup,50,90,20,Ghost,Insomnia,50.0
190,1.0,Monster,Ice Chunk,Mineral ,85,32,35,712,Ordinary,50.0,,55,Ice Body,6,61,28,99.5,304,1 Defense,Mineral ,Sturdy,Medium Fast,Own Tempo,50,69,20,Ice,Sturdy,50.0
55,2.0,Monster,Iceberg,Mineral ,184,44,46,713,Ordinary,50.0,,95,Ice Body,6,180,28,505.0,514,2 Defense,Mineral ,Sturdy,Medium Fast,Own Tempo,50,117,20,Ice,Sturdy,50.0
190,0.5,Flying,Sound Wave,Dragon ,35,45,40,714,Ordinary,50.0,Dragon,40,Infiltrator,6,49,55,8.0,245,1 Speed,Dragon ,Telepathy,Medium Fast,Frisk,50,30,20,Flying,Telepathy,50.0
45,1.5,Flying,Sound Wave,Dragon ,80,97,80,715,Ordinary,50.0,Dragon,85,Infiltrator,6,187,123,85.0,535,2 Speed,Dragon ,Telepathy,Medium Fast,Frisk,50,70,20,Flying,Telepathy,50.0
45,3.0,,Life,Undiscovered,95,131,98,716,Legendary,,,126,,6,306,99,215.0,680,3 HP,Undiscovered,,Slow,Fairy Aura,0,131,120,Fairy,,
45,5.8,,Destruction,Undiscovered,95,131,98,717,Legendary,,Flying,126,,6,306,99,203.0,680,3 HP,Undiscovered,,Slow,Dark Aura,0,131,120,Dark,,
3,5.0,,Order,Undiscovered,121,81,95,718,Legendary,,Ground,108,Power Construct,6,270,95,305.0,600,3 HP,Undiscovered,,Slow,Aura Break,0,100,120,Dragon,,
3,0.7,,Jewel,Undiscovered,150,100,150,719,Mythical,,Fairy,50,,6,300,50,8.8,600,"1 Defense, 2 Sp. Def",Undiscovered,,Slow,Clear Body,50,100,25,Rock,,
3,0.5,,Mischief,Undiscovered,60,150,130,720,Mythical,,Ghost,80,,6,300,70,9.0,600,3 Sp. Atk,Undiscovered,,Slow,Magician,100,110,120,Psychic,,
3,1.7,,Steam,Undiscovered,120,130,90,721,Mythical,,Water,80,,6,300,70,195.0,600,3 Sp. Atk,Undiscovered,,Slow,Water Absorb,100,110,120,Fire,,
45,0.3,,Grass Quill,Flying,55,50,50,722,Ordinary,12.5,Flying,68,Long Reach,7,64,42,1.5,320,1 HP,Flying,,Medium Slow,Overgrow,50,55,15,Grass,,87.5
45,0.7,,Blade Quill,Flying,75,70,70,723,Ordinary,12.5,Flying,78,Long Reach,7,147,52,16.0,420,2 HP,Flying,,Medium Slow,Overgrow,50,75,15,Grass,,87.5
45,1.6,,Arrow Quill,Flying,75,100,100,724,Ordinary,12.5,Ghost,78,Long Reach,7,265,70,36.6,530,3 Attack,Flying,,Medium Slow,Overgrow,50,107,15,Grass,,87.5
45,0.4,,Fire Cat,Field,40,60,40,725,Ordinary,12.5,,45,Intimidate,7,64,70,4.3,320,1 Speed,Field,,Medium Slow,Blaze,50,65,15,Fire,,87.5
45,0.7,,Fire Cat,Field,50,80,50,726,Ordinary,12.5,,65,Intimidate,7,147,90,25.0,420,2 Speed,Field,,Medium Slow,Blaze,50,85,15,Fire,,87.5
45,1.8,,Heel,Field,90,80,90,727,Ordinary,12.5,Dark,95,Intimidate,7,239,60,83.0,530,3 Attack,Field,,Medium Slow,Blaze,50,115,15,Fire,,87.5
45,0.4,Water 1,Sea Lion,Field ,54,66,56,728,Ordinary,12.5,,50,Liquid Voice,7,64,40,7.5,320,1 Sp. Atk,Field ,,Medium Slow,Torrent,50,54,15,Water,,87.5
45,0.6,Water 1,Pop Star,Field ,69,91,81,729,Ordinary,12.5,,60,Liquid Voice,7,147,50,17.5,420,2 Sp. Atk,Field ,,Medium Slow,Torrent,50,69,15,Water,,87.5
45,1.8,Water 1,Soloist,Field ,74,126,116,730,Ordinary,12.5,Fairy,80,Liquid Voice,7,239,60,44.0,530,3 Sp. Atk,Field ,,Medium Slow,Torrent,50,74,15,Water,,87.5
255,0.3,,Woodpecker,Flying,30,30,30,731,Ordinary,50.0,Flying,35,Skill Link,7,53,65,1.2,265,1 Attack,Flying,Pickup,Medium Fast,Keen Eye,50,75,15,Normal,Pickup,50.0
120,0.6,,Bugle Beak,Flying,50,40,50,732,Ordinary,50.0,Flying,55,Skill Link,7,124,75,14.8,355,2 Attack,Flying,Pickup,Medium Fast,Keen Eye,50,85,15,Normal,Pickup,50.0
45,1.1,,Cannon,Flying,75,75,75,733,Ordinary,50.0,Flying,80,Skill Link,7,218,60,26.0,485,3 Attack,Flying,Sheer Force,Medium Fast,Keen Eye,50,120,15,Normal,Sheer Force,50.0
255,0.4,,Loitering,Field,30,30,30,734,Ordinary,50.0,,48,Stakeout,7,51,45,6.0,253,1 Attack,Field,Adaptability,Medium Fast,Strong Jaw,50,70,15,Normal,Adaptability,50.0
127,0.7,,Stakeout,Field,60,55,60,735,Ordinary,50.0,,88,Stakeout,7,146,45,14.2,418,2 Attack,Field,Adaptability,Medium Fast,Strong Jaw,50,110,15,Normal,Adaptability,50.0
255,0.4,,Larva,Bug,45,55,45,736,Ordinary,50.0,,47,,7,60,46,4.4,300,1 Attack,Bug,,Medium Fast,Swarm,50,62,15,Bug,,50.0
120,0.5,,Battery,Bug,95,55,75,737,Ordinary,50.0,Electric,57,,7,140,36,10.5,400,2 Defense,Bug,,Medium Fast,Battery,50,82,15,Bug,,50.0
45,1.5,,Stag Beetle,Bug,90,145,75,738,Ordinary,50.0,Electric,77,,7,225,43,45.0,500,3 Sp. Atk,Bug,,Medium Fast,Levitate,50,70,15,Bug,,50.0
225,0.6,,Boxing,Water 3,57,42,47,739,Ordinary,50.0,,47,Iron Fist,7,68,63,7.0,338,1 Attack,Water 3,Anger Point,Medium Fast,Hyper Cutter,50,82,20,Fighting,Anger Point,50.0
60,1.7,,Woolly Crab,Water 3,77,62,67,740,Ordinary,50.0,Ice,97,Iron Fist,7,167,43,180.0,478,2 Attack,Water 3,Anger Point,Medium Fast,Hyper Cutter,50,132,20,Fighting,Anger Point,50.0
45,0.6,,Dancing,Flying,70,98,70,741,Ordinary,75.0,Flying,75,,7,167,93,3.4,476,2 Sp. Atk,Flying,,Medium Fast,Dancer,50,70,20,Fire,,25.0
190,0.1,Fairy,Bee Fly,Bug ,40,55,40,742,Ordinary,50.0,Fairy,40,Shield Dust,7,61,84,0.2,304,1 Speed,Bug ,Sweet Veil,Medium Fast,Honey Gather,50,45,20,Bug,Sweet Veil,50.0
75,0.2,Fairy,Bee Fly,Bug ,60,95,70,743,Ordinary,50.0,Fairy,60,Shield Dust,7,162,124,0.5,464,2 Speed,Bug ,Sweet Veil,Medium Fast,Honey Gather,50,55,20,Bug,Sweet Veil,50.0
190,0.5,,Puppy,Field,40,30,40,744,Ordinary,50.0,,45,Vital Spirit,7,56,60,9.2,280,1 Attack,Field,Steadfast,Medium Fast,Keen Eye,50,65,15,Rock,Steadfast,50.0
90,0.8,,Wolf,Field,65,55,65,745,Ordinary,50.0,,75,Sand Rush,7,170,112,25.0,487,2 Attack,Field,Steadfast,Medium Fast,Keen Eye,50,115,15,Rock,Steadfast,50.0
60,0.2,,Small Fry,Water 2,20,25,25,746,Ordinary,50.0,,45,,7,61,40,0.3,175,1 HP,Water 2,,Fast,Schooling,50,20,15,Water,,50.0
190,0.4,,Brutal Star,Water 1,62,43,52,747,Ordinary,50.0,Water,50,Limber,7,61,45,8.0,305,1 Defense,Water 1,Regenerator,Medium Fast,Merciless,50,53,20,Poison,Regenerator,50.0
75,0.7,,Brutal Star,Water 1,152,53,142,748,Ordinary,50.0,Water,50,Limber,7,173,35,14.5,495,2 Defense,Water 1,Regenerator,Medium Fast,Merciless,50,63,20,Poison,Regenerator,50.0
190,1.0,,Donkey,Field,70,45,55,749,Ordinary,50.0,,70,Stamina,7,77,45,110.0,385,1 Attack,Field,Inner Focus,Medium Fast,Own Tempo,50,100,20,Ground,Inner Focus,50.0
60,2.5,,Draft Horse,Field,100,55,85,750,Ordinary,50.0,,100,Stamina,7,175,35,920.0,500,2 Attack,Field,Inner Focus,Medium Fast,Own Tempo,50,125,20,Ground,Inner Focus,50.0
200,0.3,Water 1,Water Bubble,Bug ,52,40,72,751,Ordinary,50.0,Bug,38,Water Absorb,7,54,27,4.0,269,1 Sp. Def,Bug ,,Medium Fast,Water Bubble,50,40,15,Water,,50.0
100,1.8,Water 1,Water Bubble,Bug ,92,50,132,752,Ordinary,50.0,Bug,68,Water Absorb,7,159,42,82.0,454,2 Sp. Def,Bug ,,Medium Fast,Water Bubble,50,70,15,Water,,50.0
190,0.3,,Sickle Grass,Grass,35,50,35,753,Ordinary,50.0,,40,Contrary,7,50,35,1.5,250,1 Attack,Grass,,Medium Fast,Leaf Guard,50,55,20,Grass,,50.0
75,0.9,,Bloom Sickle,Grass,90,80,90,754,Ordinary,50.0,,70,Contrary,7,168,45,18.5,480,2 Attack,Grass,,Medium Fast,Leaf Guard,50,105,20,Grass,,50.0
190,0.2,,Illuminating,Grass,55,65,75,755,Ordinary,50.0,Fairy,40,Effect Spore,7,57,15,1.5,285,1 Sp. Def,Grass,Rain Dish,Medium Fast,Illuminate,50,35,20,Grass,Rain Dish,50.0
75,1.0,,Illuminating,Grass,80,90,100,756,Ordinary,50.0,Fairy,60,Effect Spore,7,142,30,11.5,405,2 Sp. Def,Grass,Rain Dish,Medium Fast,Illuminate,50,45,20,Grass,Rain Dish,50.0
120,0.6,Monster,Toxic Lizard,Dragon ,40,71,40,757,Ordinary,12.5,Fire,48,Oblivious,7,64,77,4.8,320,1 Speed,Dragon ,,Medium Fast,Corrosion,50,44,20,Poison,,87.5
45,1.2,Monster,Toxic Lizard,Dragon ,60,111,60,758,Ordinary,100.0,Fire,68,Oblivious,7,168,117,22.2,480,2 Speed,Dragon ,,Medium Fast,Corrosion,50,64,20,Poison,,0.0
140,0.5,,Flailing,Field,50,45,50,759,Ordinary,50.0,Fighting,70,Klutz,7,68,50,6.8,340,1 Attack,Field,Cute Charm,Medium Fast,Fluffy,50,75,15,Normal,Cute Charm,50.0
70,2.1,,Strong Arm,Field,80,55,60,760,Ordinary,50.0,Fighting,120,Klutz,7,175,60,135.0,500,2 Attack,Field,Unnerve,Medium Fast,Fluffy,50,125,15,Normal,Unnerve,50.0
235,0.3,,Fruit,Grass,38,30,38,761,Ordinary,100.0,,42,Oblivious,7,42,32,3.2,210,1 HP,Grass,Sweet Veil,Medium Slow,Leaf Guard,50,30,20,Grass,Sweet Veil,0.0
120,0.7,,Fruit,Grass,48,40,48,762,Ordinary,100.0,,52,Oblivious,7,102,62,8.2,290,2 Speed,Grass,Sweet Veil,Medium Slow,Leaf Guard,50,40,20,Grass,Sweet Veil,0.0
45,1.2,,Fruit,Grass,98,50,98,763,Ordinary,100.0,,72,Queenly Majesty,7,255,72,21.4,510,3 Attack,Grass,Sweet Veil,Medium Slow,Leaf Guard,50,120,20,Grass,Sweet Veil,0.0
60,0.1,,Posy Picker,Grass,90,82,110,764,Ordinary,75.0,,51,Triage,7,170,100,0.3,485,2 Sp. Def,Grass,Natural Cure,Fast,Flower Veil,50,52,20,Fairy,Natural Cure,25.0
45,1.5,,Sage,Field,80,90,110,765,Ordinary,50.0,Psychic,90,Telepathy,7,172,60,76.0,490,2 Sp. Def,Field,Symbiosis,Slow,Inner Focus,50,60,20,Normal,Symbiosis,50.0
45,2.0,,Teamwork,Field,90,40,60,766,Ordinary,50.0,,100,Defiant,7,172,80,82.8,490,2 Attack,Field,,Slow,Receiver,50,120,20,Fighting,,50.0
90,0.5,Water 3,Turn Tail,Bug ,40,20,30,767,Ordinary,50.0,Water,25,,7,46,80,12.0,230,1 Speed,Bug ,,Medium Fast,Wimp Out,50,35,20,Bug,,50.0
45,2.0,Water 3,Hard Scale,Bug ,140,60,90,768,Ordinary,50.0,Water,75,,7,186,40,108.0,530,2 Defense,Bug ,,Medium Fast,Emergency Exit,50,125,20,Bug,,50.0
140,0.5,,Sand Heap,Amorphous,80,70,45,769,Ordinary,50.0,Ground,55,Sand Veil,7,64,15,70.0,320,1 Defense,Amorphous,,Medium Fast,Water Compaction,50,55,15,Ghost,,50.0
60,1.3,,Sand Castle,Amorphous,110,100,75,770,Ordinary,50.0,Ground,85,Sand Veil,7,168,35,250.0,480,2 Defense,Amorphous,,Medium Fast,Water Compaction,50,75,15,Ghost,,50.0
60,0.3,,Sea Cucumber,Water 1,130,30,130,771,Ordinary,50.0,,55,Unaware,7,144,5,1.2,410,2 Sp. Def,Water 1,,Fast,Innards Out,50,60,15,Water,,50.0
3,1.9,,Synthetic,Undiscovered,95,95,95,772,Legendary,,,95,,7,107,59,120.5,534,2 HP,Undiscovered,,Slow,Battle Armor,0,95,120,Normal,,
3,2.3,,Synthetic,Undiscovered,95,95,95,773,Legendary,,,95,,7,257,95,100.5,570,3 HP,Undiscovered,,Slow,RKS System,0,95,120,Normal,,
30,0.3,,Meteor,Mineral,100,60,100,774,Ordinary,,Flying,60,,7,154,60,40.0,440,"1 Defense, 1 Sp. Def",Mineral,,Medium Slow,Shields Down,50,60,25,Rock,,
45,0.4,,Drowsing,Field,65,75,95,775,Ordinary,50.0,,65,,7,168,65,19.9,480,2 Attack,Field,,Slow,Comatose,50,115,20,Normal,,50.0
70,2.0,Monster,Blast Turtle,Dragon ,135,91,85,776,Ordinary,50.0,Dragon,60,,7,170,36,212.0,485,2 Defense,Dragon ,,Medium Fast,Shell Armor,50,78,20,Fire,,50.0
180,0.3,Field,Roly-Poly,Fairy ,63,40,73,777,Ordinary,50.0,Steel,65,Lightning Rod,7,152,96,3.3,435,2 Attack,Fairy ,Sturdy,Medium Fast,Iron Barbs,50,98,10,Electric,Sturdy,50.0
45,0.2,,Disguise,Amorphous,80,50,105,778,Ordinary,50.0,Fairy,55,,7,167,96,0.7,476,2 Sp. Def,Amorphous,,Medium Fast,Disguise,50,90,20,Ghost,,50.0
80,0.9,,Gnash Teeth,Water 2,70,70,70,779,Ordinary,50.0,Psychic,68,Strong Jaw,7,166,92,19.0,475,2 Attack,Water 2,Wonder Skin,Medium Fast,Dazzling,50,105,15,Water,Wonder Skin,50.0
70,3.0,Monster,Placid,Dragon ,85,135,91,780,Ordinary,50.0,Dragon,78,Sap Sipper,7,170,36,185.0,485,2 Sp. Atk,Dragon ,Cloud Nine,Medium Fast,Berserk,50,60,20,Normal,Cloud Nine,50.0
25,3.9,,Sea Creeper,Mineral,100,86,90,781,Ordinary,,Grass,70,,7,181,40,210.0,517,2 Attack,Mineral,,Medium Fast,Steelworker,50,131,25,Ghost,,
45,0.6,,Scaly,Dragon,65,45,45,782,Ordinary,50.0,,45,Soundproof,7,60,45,29.7,300,1 Defense,Dragon,Overcoat,Slow,Bulletproof,50,55,40,Dragon,Overcoat,50.0
45,1.2,,Scaly,Dragon,90,65,70,783,Ordinary,50.0,Fighting,55,Soundproof,7,147,65,47.0,420,2 Defense,Dragon,Overcoat,Slow,Bulletproof,50,75,40,Dragon,Overcoat,50.0
45,1.6,,Scaly,Dragon,125,100,105,784,Ordinary,50.0,Fighting,75,Soundproof,7,270,85,78.2,600,3 Defense,Dragon,Overcoat,Slow,Bulletproof,50,110,40,Dragon,Overcoat,50.0
3,1.8,,Land Spirit,Undiscovered,85,95,75,785,Legendary,,Fairy,70,Telepathy,7,257,130,20.5,570,3 Speed,Undiscovered,,Slow,Electric Surge,50,115,15,Electric,,
3,1.2,,Land Spirit,Undiscovered,75,130,115,786,Legendary,,Fairy,70,Telepathy,7,257,95,18.6,570,3 Sp. Atk,Undiscovered,,Slow,Psychic Surge,50,85,15,Psychic,,
3,1.9,,Land Spirit,Undiscovered,115,85,95,787,Legendary,,Fairy,70,Telepathy,7,257,75,45.5,570,3 Attack,Undiscovered,,Slow,Grassy Surge,50,130,15,Grass,,
3,1.3,,Land Spirit,Undiscovered,115,95,130,788,Legendary,,Fairy,70,Telepathy,7,257,85,21.2,570,3 Sp. Def,Undiscovered,,Slow,Misty Surge,50,75,15,Water,,
45,0.2,,Nebula,Undiscovered,31,29,31,789,Legendary,,,43,,7,40,37,0.1,200,1 HP,Undiscovered,,Slow,Unaware,0,29,120,Psychic,,
45,0.1,,Protostar,Undiscovered,131,29,131,790,Legendary,,,43,,7,140,37,999.9,400,"1 Defense, 1 Sp. Def",Undiscovered,,Slow,Sturdy,0,29,120,Psychic,,
45,3.4,,Sunne,Undiscovered,107,113,89,791,Legendary,,Steel,137,,7,306,97,230.0,680,3 Attack,Undiscovered,,Slow,Full Metal Body,0,137,120,Psychic,,
45,4.0,,Moone,Undiscovered,89,137,107,792,Legendary,,Ghost,137,,7,306,97,120.0,680,3 Sp. Atk,Undiscovered,,Slow,Shadow Shield,0,113,120,Psychic,,
